uuid,invoiceId,date,school,sorority,product,amount,productQty,unitPrice
1c1adc88-d2ab-42e3-a845-320403e6531e,1106,2023-05-01,CSUN,Delta Zeta,STITCH3,792.0,44,18
ff58c20a-cd3e-42ed-9ba7-ca1a1e1eba85,1106,2023-05-01,CSUN,Delta Zeta,STITCH3,252.0,14,18
a7cd6090-d6ac-443d-af45-0f15b8156af3,1106,2023-05-01,CSUN,Delta Zeta,Credit Card Fee,31.32,1,31.32
b792d081-6c96-44c2-aac3-c9cd958733df,1100,2023-04-27,UNF,Alpha Chi Omega,BASE1,475.0,19,25
53ef45ad-a8ef-4e0a-912a-809f14acfc08,1100,2023-04-27,UNF,Alpha Chi Omega,Unisex Crewneck,1560.0,24,65
96a9d07e-44dc-4976-a99e-c10fc37b5e34,1100,2023-04-27,UNF,Alpha Chi Omega,Trucker Hat,90.0,5,18
0f195d40-b6f2-4c59-b117-0de3a8dc5122,1061,2023-04-16,Mizzou,Alpha Phi,BOW1,1525.0,61,25
26ed0e34-4681-43e7-b7e6-0d359aee9544,1061,2023-04-16,Mizzou,Alpha Phi,4SHO,1960.0,70,28
0d850ea0-3683-44f9-9623-9fb612f9d39b,1048,2023-04-12,CSUF,Gamma Phi Beta,Unisex Crewneck,1104.0,24,46
5f969a7d-efeb-48ca-a81c-796e92ec362b,1048,2023-04-12,CSUF,Gamma Phi Beta,4SHO,1320.0,44,30
d3c70e3e-19b0-48cb-b9ce-a4b1bdafebf8,1026,2023-04-09,West Chester,Alpha Delta Pi,BOW1,1491.0,84,17.75
824f0693-fe6f-45de-9640-1b17a57703ae,1018,2023-04-07,MSU,Gamma Phi Beta,Unisex Hoodie,5276.5,173,30.5
d77eedec-5490-4a8a-9137-ce7c334bd6c8,1017,2023-04-07,Nationals,Alpha Phi,Luggage Tag,200.0,20,10
a12ae8e1-5d19-4037-8121-e765d08a3f76,1013,2023-04-05,SJSU,Alpha Xi Delta,BABY1,621.0,23,27
5b72948a-00fa-4dd4-b71e-335fdbc1d5a9,1748,2023-10-17,SLO,Alpha Phi,Unisex Tee,4140.0,207,20
6c8a3428-c7c3-4bd6-b01e-b3cdca726a3b,1748,2023-10-17,SLO,Alpha Phi,Baseball Hat,1890.0,105,18
f2e11559-1c77-458c-a1a9-da70718f1eef,1748,2023-10-17,SLO,Alpha Phi,Banner,150.0,1,150
3b86f7a1-5e0f-4f9d-90e9-911d753fc13b,1748,2023-10-17,SLO,Alpha Phi,Credit Card Fee,185.4,1,185.4
8a093b3d-e56c-4ffe-97ec-bffa0c7ca452,1747,2023-10-17,FSU,Kappa Kappa Gamma,Unisex Hoodie,4160.0,104,40
9f158c57-5b3e-46b7-96ed-dce9999c2531,1747,2023-10-17,FSU,Kappa Kappa Gamma,Oceanside Sweats,3116.0,82,38
77330f01-1d5b-4776-bf49-a71af114277e,1747,2023-10-17,FSU,Kappa Kappa Gamma,Credit Card Fee,218.28,1,218.28
8aa78414-61cb-43c8-a667-b8ae16503b8c,1746,2023-10-17,,Alpha Chi Omega,Unisex Hoodie,2856.0,84,34
407a68cd-2fc8-4b5f-9f77-d64171b115de,1745,2023-10-17,St. Louis University,Kappa Delta,Laguna Tank,308.0,14,22
3be6fdff-6ab6-4642-a3d7-fe0a095cf6b4,1745,2023-10-17,St. Louis University,Kappa Delta,Unisex Crewneck,2590.0,74,35
0e1d6acd-b228-4fe2-96a9-21b0ba034504,1745,2023-10-17,St. Louis University,Kappa Delta,San Clemente Shorts,1484.0,53,28
8ef9e6c9-c663-4d9b-a7d3-f860ecc2c590,1745,2023-10-17,St. Louis University,Kappa Delta,Credit Card Fee,131.46,1,131.46
ebcb842e-a34b-4f79-a710-1481d9eacc22,1742,2023-10-17,BSU,Alpha Xi Delta,Unisex Hoodie,504.0,12,42
6c0e8e13-89ec-4849-ab83-44f8fa9020fd,1742,2023-10-17,BSU,Alpha Xi Delta,Catalina Flare Sweats,408.0,12,34
2ce1dc5e-ad5c-4c0d-8ceb-3e01eebf8ad5,1740,2023-10-17,Chico,Alpha Delta Pi,Baseball Hat,550.0,25,22
2100581f-f964-4ebc-bcea-43cfbbac672c,1648,2023-09-25,Utah,Alpha Phi,LACE1,1200.0,50,24
8748148c-5fc6-4a59-b5c8-80f72c4d8b45,1648,2023-09-25,Utah,Alpha Phi,Credit Card Fee,36.0,1,36
5905d3c6-bc3b-43d0-8308-0e1598533037,1755,2023-10-18,Darmouth,Alpha Phi,Catalina Flare Sweats,1584.0,44,36
c5a32844-0b70-45c5-8354-6ddfb7479ea6,1755,2023-10-18,Darmouth,Alpha Phi,Venice Tee,450.0,25,18
ad16dd36-be3d-417a-923c-3aa1a8b142ef,1755,2023-10-18,Darmouth,Alpha Phi,Malibu Tank,666.0,37,18
88fbc8e4-2c88-486b-9b72-86ad46cc8f0d,1755,2023-10-18,Darmouth,Alpha Phi,Sticker,68.0,34,2
6a327dc0-b425-46c4-a321-bcbf4007e893,1755,2023-10-18,Darmouth,Alpha Phi,Sticker,40.0,20,2
a044fdd8-87db-429c-adc7-12e083a4cdb9,1755,2023-10-18,Darmouth,Alpha Phi,Sticker,40.0,20,2
5409cc5c-3e98-4617-987b-aaae1bb924c0,1755,2023-10-18,Darmouth,Alpha Phi,Sticker,40.0,20,2
b0caae98-0270-4d25-9d60-592e7c3722f0,1755,2023-10-18,Darmouth,Alpha Phi,Sticker,72.0,36,2
6b42dfe7-3705-42ca-9c9d-1cf32e7f99cb,1744,2023-10-17,JMU,Kappa Alpha Theta,Unisex Hoodie,3060.0,90,34
09f3fb40-203b-431e-a83a-d04d9b4c0b05,1744,2023-10-17,JMU,Kappa Alpha Theta,Catalina Flare Sweats,2480.0,62,40
1763b130-3fa0-4e07-a5dd-9d5f9354f2d2,1744,2023-10-17,JMU,Kappa Alpha Theta,Unisex Crewneck,595.0,17,35
469e8806-2f17-4ac0-91e1-c3f902880069,1744,2023-10-17,JMU,Kappa Alpha Theta,Baseball Hat,240.0,12,20
cc54bb05-e508-446f-b149-63767f188c53,1744,2023-10-17,JMU,Kappa Alpha Theta,Credit Card Fee,191.25,1,191.25
09307a89-d90b-4d1c-9ba1-f813ccda4f0c,1775,2023-10-22,EWU,Alpha Phi,Unisex Crewneck,2336.0,73,32
96ce03ca-5f68-429e-9712-8489115fca09,1773,2023-10-22,Towson,Zeta Tau Alpha,Newport Tee,140.0,7,20
3be12850-5c77-4207-a6cb-e73694b17ade,1773,2023-10-22,Towson,Zeta Tau Alpha,Newport Tee,860.0,43,20
2a22c56f-0944-4f2f-a656-fdd7dbe04cee,1772,2023-10-22,Northeastern,Kappa Kappa Gamma,Lace Tank,1675.0,67,25
47fe30a9-ccba-4a0c-9fbe-7e9b4120257c,1772,2023-10-22,Northeastern,Kappa Kappa Gamma,Credit Card Fee,50.25,1,50.25
7bc6696e-a413-484f-83ff-18268b64ee03,1771,2023-10-22,Maryland,Alpha Chi Omega,Newport Tee,900.0,45,20
c99d1717-72dd-42e8-a0f6-0f7e55dc54df,1771,2023-10-22,Maryland,Alpha Chi Omega,Venice Tee,2320.0,116,20
719cb91a-5416-440c-8e5e-6a23cf971e9d,1771,2023-10-22,Maryland,Alpha Chi Omega,Venice Tee,2400.0,120,20
cb6c1f75-6001-4e10-bbea-1bf69a6173a3,1770,2023-10-22,Indiana,Phi Kappa Psi,Unisex Hoodie,1558.0,41,38
58ddefec-ac89-4fe0-a79b-149704e29cc5,1770,2023-10-22,Indiana,Phi Kappa Psi,Comfort Colors 1717,1012.0,46,22
0fe5d9fd-6f1d-440e-af86-5521a7c62a4e,1770,2023-10-22,Indiana,Phi Kappa Psi,Credit Card Fee,77.1,1,77.1
46393b63-6791-4406-bfc0-3a3b1af7d5f9,1768,2023-10-22,Michigan,Delta Gamma,Unisex Crewneck,1050.0,30,35
7f42440e-8516-45c3-af90-7a03633f6a8c,1767,2023-10-22,Berkeley,Alpha Chi Omega,Santa Monica Tank,1080.0,60,18
5842c3ca-02ae-44fc-8f41-391f2c776c26,1766,2023-10-22,Lehigh,Alpha Phi,Thalia Tank,432.0,18,24
592dac46-15c3-4529-9dab-032c800a22bb,1766,2023-10-22,Lehigh,Alpha Phi,Thalia Tank,960.0,40,24
065b7fa5-febd-406f-8c27-4c615ac86ce6,1766,2023-10-22,Lehigh,Alpha Phi,Thalia Tank,600.0,30,20
ec59909f-e3a9-4c1e-8fec-b7bf966e03cd,1766,2023-10-22,Lehigh,Alpha Phi,Catalina Flare Sweats,2494.0,58,43
f956e4ae-e680-4290-9c70-558eba10acb7,1766,2023-10-22,Lehigh,Alpha Phi,Catalina Flare Sweats,1290.0,30,43
aa35b8a8-4bd2-4085-aef4-810df2d31bcb,1764,2023-10-22,Montclair,Sigma Sigma Sigma,Newport Tee,920.0,46,20
a27f7cb6-5572-4e9d-8318-b108bbfcaf38,1762,2023-10-22,Davis,Delta Sigma Theta,Football Jersey,1980.0,44,45
da7d9310-67d7-4512-aa7f-426051f028a6,1774,2023-10-22,Virginia Tech,Alpha Phi,Venice Tee,2450.0,140,17.5
b935895e-f7af-45b5-b645-46efd105195b,1774,2023-10-22,Virginia Tech,Alpha Phi,Credit Card Fee,73.5,1,73.5
1fe3a95f-79d2-4dcf-8ecd-ca50fb178756,1739,2023-10-16,Pepperdine,Alpha Phi,Unisex Crewneck,2816.0,64,44
94cea981-806d-4de2-902d-b50e2d1361ee,1739,2023-10-16,Pepperdine,Alpha Phi,Catalina Flare Sweats,4200.0,100,42
36e78a8c-fa80-47cf-82f3-2879e03b8c22,1739,2023-10-16,Pepperdine,Alpha Phi,Makeup Bag,1340.0,67,20
bf84fe37-07cd-4d53-a2a8-8f3cd1373b1e,1739,2023-10-16,Pepperdine,Alpha Phi,Credit Card Fee,250.68,1,250.68
88a0f895-0ed4-43bc-a5ce-de6880bbc5e1,1738,2023-10-16,Chico State,Sigma Kappa,San Clemente Shorts,660.0,22,30
fb467272-e6ec-481c-a37b-a734ff64e1c1,1738,2023-10-16,Chico State,Sigma Kappa,Catalina Flare Sweats,1140.0,38,30
575b32cf-628f-4e06-b0c9-cb1582022d44,1737,2023-10-16,Pepperdine,Gamma Phi Beta,Backpack,900.0,30,30
44894818-bfc9-4249-96de-2d8d08e872b4,1736,2023-10-16,SDSU,Gamma Phi Beta,Unisex Tee,5250.0,350,15
a92ef464-e3c4-4d08-b3bd-1e435ac71f9f,1769,2023-10-22,Davis,Delta Delta Delta,Venice Tee,2000.0,100,20
fb9392ff-140c-4eb1-b0a1-c30a504b58d9,1769,2023-10-22,Davis,Delta Delta Delta,Credit Card Fee,60.0,1,60
d39c548c-dd12-40aa-b696-8a358ba5d075,1640,2023-09-21,Columbia,Alpha Chi Omega,Santa Monica Tank,1638.0,91,18
590702e1-f34e-4066-9a1b-bcea17eb4312,1591,2023-09-09,UC Davis,Delta Delta Delta,LACE1,660.0,33,20
ef6f68c9-36ce-4904-bd38-3412d46decef,1591,2023-09-09,UC Davis,Delta Delta Delta,San Clemente Shorts,858.0,33,26
fc07b1d1-48c1-4c6f-b845-92c2cda97649,1539,2023-08-29,Drexel,Delta Phi Epsilon,Laguna Tank,1400.0,70,20
d7a3379a-1c79-4f9d-9473-7c94b7ddea1f,1539,2023-08-29,Drexel,Delta Phi Epsilon,Venice Tee,1314.0,73,18
9b7d53bb-479e-4a37-aa38-9ba94b0193b2,1539,2023-08-29,Drexel,Delta Phi Epsilon,Unisex Tee,648.0,36,18
f0870249-37e0-4224-b39b-76436a97c47e,1604,2023-09-11,Florida,Zeta Tau Alpha,Unisex Zip-Up,2480.0,62,40
8dfcef5e-ac17-4cac-9169-bc822c6a3fbd,1604,2023-09-11,Florida,Zeta Tau Alpha,Santa Monica Tank,1474.0,67,22
687dafaf-e3f8-4ed5-b240-d569dd94ba68,1604,2023-09-11,Florida,Zeta Tau Alpha,San Clemente Shorts,1176.0,42,28
ffb0bd90-7c15-4a7a-a71a-475671d42ef0,1604,2023-09-11,Florida,Zeta Tau Alpha,Miami Shorts,2436.0,87,28
ae1999f2-a8cd-4c90-a1e0-b585ddc6f1ca,1604,2023-09-11,Florida,Zeta Tau Alpha,Trucker Hat,360.0,20,18
cb470198-05b1-4dfc-bf18-3e9ffb74c395,1604,2023-09-11,Florida,Zeta Tau Alpha,Venice Tee,1364.0,62,22
ff3e7aa0-e73c-42cd-8e05-f494ae85a7d8,1604,2023-09-11,Florida,Zeta Tau Alpha,Malibu Tank,2000.0,100,20
ca9adc37-3f23-463c-82b1-c2952d2afd32,1604,2023-09-11,Florida,Zeta Tau Alpha,Oceanside Sweats,1560.0,48,32.5
04f4ef00-d934-4891-831b-41c575296013,1589,2023-09-09,Duquesne,Alpha Phi,Unisex Zip-Up,810.0,18,45
18aa3ff2-792f-4310-b9ce-f19f7627efb7,1589,2023-09-09,Duquesne,Alpha Phi,Newport Tee,580.0,29,20
366779da-8746-4029-9bf8-e4de7c83e438,1589,2023-09-09,Duquesne,Alpha Phi,San Clemente Shorts,660.0,22,30
e40acdd4-7d47-437e-b0ef-80334eb81668,1589,2023-09-09,Duquesne,Alpha Phi,Button,70.0,35,2
698654d0-6446-442d-86d1-b2168f9e35a8,1589,2023-09-09,Duquesne,Alpha Phi,Unisex Tee,390.0,13,30
d029b49e-c8ff-45d5-a2bf-424084215abf,1623,2023-09-19,UCR,Gamma Phi Beta,LACE1,1584.0,72,22
32c5af3e-833e-4451-884a-642bd2214421,1624,2023-09-19,UCR,Gamma Phi Beta,Venice Tee,1440.0,72,20
45d19c67-d156-4faf-8cac-9c4de8a2298d,1636,2023-09-19,Berkeley,Sigma Kappa,Unisex Tee,792.0,36,22
2c708faf-f8ef-460b-8fc1-a8fd7aa04488,1636,2023-09-19,Berkeley,Sigma Kappa,Unisex Tee,968.0,44,22
f10fec33-1780-4940-9fcb-1e9e799a9aff,1629,2023-09-19,SJSU,Delta Gamma,Laguna Tank,1248.0,78,16
c63580cd-c44b-4ceb-b254-baa63af1181a,1614,2023-09-14,Chico,Gamma Phi Beta,Unisex Pocket Tee,1072.5,55,19.5
898952f2-067d-4fcf-ae8c-05c92ba3d139,1614,2023-09-14,Chico,Gamma Phi Beta,Malibu Tank,1800.0,90,20
68fce821-98fe-4d83-9d95-40db9d2a11df,1610,2023-09-12,FIU,Alpha Xi Delta,Newport Tee,160.0,8,20
1337085e-356b-46ce-8a61-e066e5edef82,1610,2023-09-12,FIU,Alpha Xi Delta,Newport Tee,960.0,48,20
ef239c13-ef53-4a5e-91d0-1758aea6c134,1627,2023-09-19,Adelphi,Sigma Delta Tau,Newport Tee,768.0,32,24
840f4cdf-9729-4906-b791-3bb01f668cda,1627,2023-09-19,Adelphi,Sigma Delta Tau,San Clemente Shorts,870.0,29,30
7568ea67-36c8-48fa-9726-4a140df55ac0,1628,2023-09-19,Chico State,Alpha Gamma Delta,Unisex Tee,1100.0,50,22
20603975-6f1e-42e4-b491-f71ff0e253ca,1628,2023-09-19,Chico State,Alpha Gamma Delta,Newport Tee,1440.0,72,20
757075f0-9ba6-4275-8b8a-be0811ceb8b0,1630,2023-09-19,UNCW,Alpha Phi,Tube Top,2050.0,82,25
9e72fee9-50b0-4df8-bf77-ca6928039e2c,1647,2023-09-21,SDSU,Gamma Phi Beta,Hermosa Tank,7897.5,351,22.5
7cba2ee7-5a0e-4b0f-8f69-28fff9cf016b,1647,2023-09-21,SDSU,Gamma Phi Beta,Miami Shorts,6407.5,233,27.5
6b936a4b-068f-492d-b565-67b9a2695c81,1658,2023-09-28,Virginia Tech,Alpha Phi,Unisex Hoodie,3741.0,87,43
63a29668-8ef0-463e-9192-c0eebfa52ff1,1658,2023-09-28,Virginia Tech,Alpha Phi,Oceanside Sweats,1598.0,47,34
53dcdad6-87c2-4851-ad6a-c26fc9e327ad,1658,2023-09-28,Virginia Tech,Alpha Phi,Venice Tee,500.0,25,20
41f72883-437c-4094-a3ed-0f9cf94f76e7,1678,2023-10-02,SFSU,Alpha Gamma Delta,Unisex Pocket Tee,820.0,41,20
49106e3a-1954-46f8-8028-002f207c36f8,1653,2023-09-27,Connecticut,Delta Zeta,Hermosa Tank,650.0,26,25
698f6a0a-041d-4d27-9122-0caf607ec935,1653,2023-09-27,Connecticut,Delta Zeta,San Clemente Shorts,1350.0,45,30
5e86fce1-9d62-45ab-ad09-e9220310912d,1653,2023-09-27,Connecticut,Delta Zeta,Unisex Hoodie,1482.0,39,38
49624485-f0fa-428a-a830-269a25262b2a,1653,2023-09-27,Connecticut,Delta Zeta,Venice Tee,320.0,16,20
4677bf15-30ab-4825-b9cc-84b9b5833a66,1653,2023-09-27,Connecticut,Delta Zeta,San Clemente Shorts,540.0,18,30
bd3dd1dc-bc03-431f-9c4a-085a1480a53a,1653,2023-09-27,Connecticut,Delta Zeta,Unisex Hoodie,760.0,20,38
326011a8-4d4d-4e7c-8b7b-b9a23e1f9c13,1654,2023-09-27,Purdue,Zeta Tau Alpha,Venice Tee,828.0,46,18
19ab0345-be98-4a89-97a5-6f59ecd8fce0,1654,2023-09-27,Purdue,Zeta Tau Alpha,Catalina Flare Sweats,1672.0,44,38
28dd8bb1-733b-4c82-86bf-65ace6f82d42,1654,2023-09-27,Purdue,Zeta Tau Alpha,Unisex Tee,1350.0,75,18
135ac533-ada8-4b0b-9ed7-974528a3ec65,1654,2023-09-27,Purdue,Zeta Tau Alpha,Button,250.0,125,2
8604dad2-75bd-4c51-8600-d92e84bfd1e5,1654,2023-09-27,Purdue,Zeta Tau Alpha,Unisex Hoodie,3654.0,87,42
482d2b91-e9c9-4a58-9561-15e26767fb5b,1632,2023-09-19,Florida,Kappa Alpha Theta,Hermosa Tank,2948.0,134,22
cbf09253-de78-4ee2-bd55-26e295d777b4,1632,2023-09-19,Florida,Kappa Alpha Theta,San Clemente Shorts,3900.0,130,30
a6a0a1c0-fb3a-4c6b-9523-a4b105567dd1,1632,2023-09-19,Florida,Kappa Alpha Theta,Unisex Hoodie,2800.0,70,40
b2fbdcd1-ff78-4dbd-ac77-a8de130f7228,1683,2023-10-04,Elon,Sigma Sigma Sigma,Newport Tee,660.0,30,22
8dcae86c-abab-4da9-b835-9371fcae92cf,1676,2023-10-02,MSU,Zeta Tau Alpha,Venice Tee,180.0,9,20
683a6269-d50d-448b-a470-d6e6ae56cb86,1676,2023-10-02,MSU,Zeta Tau Alpha,Unisex Crewneck,510.0,17,30
f9de80fb-91e7-4c14-9a97-dc7e3b35019b,1661,2023-09-28,Arizona,Kappa Alpha Theta,Unisex Hoodie,9776.0,376,26
ff3224c7-d0ed-4cd4-b202-996edb67b75f,1086,2023-04-25,GVSU,Phi Mu,RICH1,1430.0,65,22
c5ddf12f-686f-442b-a9a6-321598c39cf7,1086,2023-04-25,GVSU,Phi Mu,4SHO,1800.0,60,30
6deca8ca-4d9c-42be-8d92-d98726f79b46,1681,2023-10-02,JMU,Alpha Phi,Venice Tee,260.0,13,20
815c74db-722a-4aa9-96d3-9412440a12ce,1681,2023-10-02,JMU,Alpha Phi,Lace Tank,625.0,25,25
0aa592b2-bff0-4877-9998-39f873312533,1681,2023-10-02,JMU,Alpha Phi,Bodysuit,736.0,23,32
1896d3f6-2664-4280-ba22-7decb4358958,1681,2023-10-02,JMU,Alpha Phi,Unisex Hoodie,1920.0,48,40
f134c5a9-7c45-4df9-984c-530ba0a057ec,1681,2023-10-02,JMU,Alpha Phi,Baseball Hat,234.0,13,18
3bacdfa1-f9c3-4457-860a-a000698ce48b,1681,2023-10-02,JMU,Alpha Phi,Unisex Hoodie,3840.0,96,40
fa275013-d81a-4755-9b4d-a40f0ebaec31,1681,2023-10-02,JMU,Alpha Phi,Catalina Flare Sweats,3496.0,92,38
812c1fcb-3ee1-4bab-867a-adb1c195a548,1681,2023-10-02,JMU,Alpha Phi,Unisex Hoodie,3840.0,96,40
c63d4664-93d0-45b1-acee-b0d28a6276af,1681,2023-10-02,JMU,Alpha Phi,Unisex Crewneck,3390.0,113,30
da736efe-9b50-47ba-abfc-dc547bc85e9f,1681,2023-10-02,JMU,Alpha Phi,Catalina Flare Sweats,2100.0,70,30
f805643f-6920-4160-8736-4f289e48870c,1681,2023-10-02,JMU,Alpha Phi,Button,202.0,101,2
633ba573-b461-4baf-814c-c33b594bc380,1681,2023-10-02,JMU,Alpha Phi,Button,166.0,83,2
5f063a45-51b7-441b-b23f-46e606dce623,1649,2023-09-25,CSUF,Alpha Delta Pi,Backpack,224.0,8,28
76dcc92c-be94-4d28-b106-3cf567ce9354,1646,2023-09-21,Miami,Kappa Alpha Theta,Unisex Crewneck,2030.0,58,35
b20d98d9-0ff6-4685-9f97-1fa63027c5f8,1646,2023-09-21,Miami,Kappa Alpha Theta,Santa Monica Tank,918.0,51,18
46099c9b-4aaf-4e04-a52d-005bf42147d8,1646,2023-09-21,Miami,Kappa Alpha Theta,San Clemente Shorts,1404.0,54,26
3d743616-c2c8-42a3-bdde-f620d6d47ee1,1646,2023-09-21,Miami,Kappa Alpha Theta,Unisex Hoodie,4128.0,86,48
f8c194d7-5aad-4de0-9571-7b3c46e40ece,1646,2023-09-21,Miami,Kappa Alpha Theta,San Clemente Shorts,1716.0,66,26
870d1bb4-bc72-4740-bb93-2fb8bcac1b37,1646,2023-09-21,Miami,Kappa Alpha Theta,Unisex Tee,252.0,14,18
a55f4861-10c8-4520-956a-caa95c2cd80b,1646,2023-09-21,Miami,Kappa Alpha Theta,Baseball Hat,540.0,27,20
be82c8c8-28ef-4b5d-ba2e-0b6d9307593c,1677,2023-10-02,Chico,Sigma Kappa,Unisex Hoodie,576.0,12,48
d2168136-ed7c-43b1-8dde-b3d139705ae6,1677,2023-10-02,Chico,Sigma Kappa,San Clemente Shorts,360.0,12,30
bb91d4e9-cac4-4bbc-bc76-204fff30b561,1691,2023-10-04,Chico,Sigma Kappa,Newport Tee,1443.0,78,18.5
c7771190-67c9-4084-bb0a-dfcf081bd59e,1687,2023-10-04,Sac State,Sigma Kappa,Newport Tee,869.5,47,18.5
b75db62a-08a8-4a4e-bbc9-3672bad96aba,1689,2023-10-04,Chico State,Alpha Phi,Santa Monica Tank,720.0,36,20
36bf7c8b-8633-4f80-846c-158a254f194b,1689,2023-10-04,Chico State,Alpha Phi,San Clemente Shorts,1050.0,35,30
118d7dfc-5b3a-42ef-bc71-33dc2f58de8b,1689,2023-10-04,Chico State,Alpha Phi,Venice Tee,528.0,24,22
22c56063-eba2-48f6-976a-441129930746,1689,2023-10-04,Chico State,Alpha Phi,Trucker Hat,432.0,24,18
dca65aea-f0a3-4a09-a157-b449d2b458f4,1689,2023-10-04,Chico State,Alpha Phi,Unisex Crewneck,1080.0,24,45
ae42d9d0-8550-44fe-8f55-e267d844b59c,1689,2023-10-04,Chico State,Alpha Phi,Sticker,40.0,20,2
a54934af-6343-4bca-942d-bc2fe0f75328,1689,2023-10-04,Chico State,Alpha Phi,Sticker,40.0,20,2
f730659a-a27b-46ab-aee7-a27ad53eff3b,1689,2023-10-04,Chico State,Alpha Phi,Button,40.0,20,2
b205d2e9-96db-44e7-87e3-fadd43b27119,1634,2023-09-19,Virginia Tech,Soulstice,Unisex Hoodie,1100.0,22,50
22ab7026-421f-4f8e-afed-7a90d233b92b,1634,2023-09-19,Virginia Tech,Soulstice,Catalina Flare Sweats,504.0,14,36
9ca543dc-3071-42ba-9fb5-d9355a3eea9f,1634,2023-09-19,Virginia Tech,Soulstice,Trucker Hat,132.0,6,22
4c91c8d2-e3ea-430e-b217-cbe5e98a1bd6,1326,2023-07-20,OSU,Alpha Chi Omega,Trucker Hat,1056.0,66,16
00fbce8f-9d4e-4165-b1e4-10e96ae3733f,1326,2023-07-20,OSU,Alpha Chi Omega,Unisex Crewneck,1980.0,66,30
cea706df-7f35-46b4-84d9-e46933de592a,1643,2023-09-21,GVSU,Delta Zeta,Newport Tee,946.0,43,22
2f9a07dc-9281-46a6-80eb-c6d4b6db4d19,1643,2023-09-21,GVSU,Delta Zeta,Oceanside Sweats,1634.0,43,38
fdb06aba-dfd7-4377-9616-07b54d696775,1651,2023-09-26,Cal Poly Slo,Gamma Phi Beta,Santa Monica Tank,1800.0,90,20
13612ed2-4906-49a8-877a-af2bd5af2869,1651,2023-09-26,Cal Poly Slo,Gamma Phi Beta,Santa Monica Tank,4000.0,200,20
a09a3456-76cb-40e8-b863-c8d6fb21ffbd,1612,2023-09-14,Maryland,Alpha Xi Delta,Unisex Crewneck,1600.0,40,40
9a4671e0-4af5-4dff-ae3c-a093f8548a8e,1666,2023-09-29,CSULB,Zeta Tau Alpha,Santa Monica Tank,1760.0,110,16
ce5a1d39-4fe4-4bb1-8ff1-ee26415c0d9b,1660,2023-09-28,Chico,Alpha Phi,LACE1,2175.0,87,25
0acddf93-0520-4e8b-a419-517be6421c28,1660,2023-09-28,Chico,Alpha Phi,Unisex Tee,2020.0,101,20
02296479-1b64-4847-a44c-84ae74b9abbd,1631,2023-09-19,Chico State,Alpha Delta Pi,Unisex Pocket Tee,1240.0,62,20
733bf5ac-1d7b-4c00-8d08-9835bc6bf084,1631,2023-09-19,Chico State,Alpha Delta Pi,Newport Tee,1180.0,59,20
b892a67f-cd6f-4ae5-92d4-1fb1e9adaa35,1633,2023-09-19,Villanova,Alpha Phi,Venice Tee,3237.5,185,17.5
c8c937d1-f466-489e-9cc7-0a24c6b94053,1656,2023-09-28,Chapman,Kappa Alpha Theta,Unisex Crewneck,2475.0,66,37.5
0820643b-b38a-499e-8c98-ccdac1273ea8,1656,2023-09-28,Chapman,Kappa Alpha Theta,Oceanside Sweats,1540.0,44,35
d893675f-79a8-4666-a8f8-5b125d8389ac,1656,2023-09-28,Chapman,Kappa Alpha Theta,Newport Tee,940.0,47,20
43937a32-acf0-4c3b-abb8-5470f133aaa2,1637,2023-09-21,Elmhurst,Alpha Phi,Unisex Hoodie,972.0,27,36
9942eabc-71ed-4faa-ba2a-077c166bf4d2,1635,2023-09-19,Arizona,Alpha Chi Omega,Unisex Tee,1440.0,80,18
5e1a2ed4-12e0-4d9a-925b-7312cf5df3a0,1635,2023-09-19,Arizona,Alpha Chi Omega,Malibu Tank,6138.0,341,18
d105d734-f8e2-4e12-90f7-0064953efc26,1759,2023-10-18,UCSB,UCSB Club Tennis,Baseball Hat,216.0,12,18
7cda7b86-35f9-44fa-b923-ed385b41ba5d,1759,2023-10-18,UCSB,UCSB Club Tennis,Unisex Hoodie,960.0,24,40
68c075cd-ebe0-4d10-a375-2a392bf1032d,1759,2023-10-18,UCSB,UCSB Club Tennis,Credit Card Fee,35.28,1,35.28
cf6825d7-ba78-4321-b999-ea5c729e4c29,1734,2023-10-13,Auburn,Sigma Sigma Sigma,Unisex Crewneck,440.0,11,40
a0da445e-73e9-482c-abd9-03b74c00d350,1732,2023-10-13,Miami,Alpha Phi,Venice Tee,1854.0,103,18
60713312-3d74-4f5b-9f19-f7cfc5127eef,1731,2023-10-13,Purdue,Zeta Tau Alpha,Unisex Crewneck,760.0,20,38
37e03a2a-3c95-4040-8c51-45c5b775bce0,1731,2023-10-13,Purdue,Zeta Tau Alpha,Unisex Hoodie,570.0,15,38
1fda6a77-4db4-4614-82c4-dda5ac019509,1731,2023-10-13,Purdue,Zeta Tau Alpha,Button,20.0,10,2
d0cf8678-7430-4d5f-9803-89c07b533ca1,1730,2023-10-13,UCF,Kappa Kappa Gamma,Unisex Crewneck,1575.0,42,37.5
e2096f6f-9313-4be6-a7a4-18d9f1dca11b,1730,2023-10-13,UCF,Kappa Kappa Gamma,San Clemente Shorts,990.0,33,30
05f5cf13-6e74-4b5e-b65e-815a74ae020a,1730,2023-10-13,UCF,Kappa Kappa Gamma,Oceanside Sweats,1275.0,34,37.5
15dc43ac-4125-45f7-85b8-35fe89ee8b39,1730,2023-10-13,UCF,Kappa Kappa Gamma,Baseball Jersey,2655.0,59,45
